date, value
10/11/18,2.18
10/12/18,2.18
10/15/18,2.18
10/16/18,2.18
10/17/18,2.19
10/18/18,2.19
10/19/18,2.19
10/22/18,2.19
10/23/18,2.2
10/24/18,2.2
10/25/18,2.2
10/26/18,2.2
10/29/18,2.2
10/30/18,2.2
10/31/18,2.2
11/1/18,2.2
11/2/18,2.19
11/5/18,2.2
11/6/18,2.2
11/7/18,2.2
11/8/18,2.2
11/9/18,2.19
11/13/18,2.2
11/14/18,2.2
11/15/18,2.2
11/16/18,2.2
11/19/18,2.2
11/20/18,2.2
11/21/18,2.2
11/23/18,2.2
11/26/18,2.2
11/27/18,2.2
11/28/18,2.2
11/29/18,2.2
11/30/18,2.2
12/3/18,2.19
12/4/18,2.2
12/5/18,2.2
12/6/18,2.2
12/7/18,2.19
12/10/18,2.2
12/11/18,2.19
12/12/18,2.19
12/13/18,2.19
12/14/18,2.19
12/17/18,2.2
12/18/18,2.2
12/19/18,2.2
12/20/18,2.4
12/21/18,2.4
12/24/18,2.4
12/26/18,2.4
12/27/18,2.4
12/28/18,2.4
12/31/18,2.4
1/2/19,2.4
1/3/19,2.4
1/4/19,2.4
1/7/19,2.4
1/8/19,2.4
1/9/19,2.4
1/10/19,2.4
1/11/19,2.4
1/14/19,2.4
1/15/19,2.4
1/16/19,2.4
1/17/19,2.4
1/18/19,2.4
1/22/19,2.4
1/23/19,2.4
1/24/19,2.4
1/25/19,2.4
1/28/19,2.4
1/29/19,2.4
1/30/19,2.4
1/31/19,2.4
2/1/19,2.4
2/4/19,2.4
2/5/19,2.4
2/6/19,2.4
2/7/19,2.4
2/8/19,2.4
2/11/19,2.4
2/12/19,2.4
2/13/19,2.4
2/14/19,2.4
2/15/19,2.4
2/19/19,2.4
2/20/19,2.4
2/21/19,2.4
2/22/19,2.4
2/25/19,2.4
2/26/19,2.4
2/27/19,2.4
2/28/19,2.4
3/1/19,2.4
3/4/19,2.4
3/5/19,2.4
3/6/19,2.4
3/7/19,2.4
3/8/19,2.4
3/11/19,2.4
3/12/19,2.4
3/13/19,2.4
3/14/19,2.4
3/15/19,2.4
3/18/19,2.4
3/19/19,2.4
3/20/19,2.41
3/21/19,2.41
3/22/19,2.41
3/25/19,2.4
3/26/19,2.4
3/27/19,2.41
3/28/19,2.41
3/29/19,2.43
4/1/19,2.41
4/2/19,2.41
4/3/19,2.41
4/4/19,2.41
4/5/19,2.41
4/8/19,2.41
4/9/19,2.41
4/10/19,2.41
4/11/19,2.41
4/12/19,2.41
4/15/19,2.41
4/16/19,2.41
4/17/19,2.42
4/18/19,2.43
4/19/19,2.44
4/22/19,2.44
4/23/19,2.44
4/24/19,2.44
4/25/19,2.44
4/26/19,2.44
4/29/19,2.45
4/30/19,2.45
5/1/19,2.45
5/2/19,2.41
5/3/19,2.4
5/6/19,2.4
5/7/19,2.4
5/8/19,2.39
5/9/19,2.38
5/10/19,2.38
5/13/19,2.38
5/14/19,2.38
5/15/19,2.4
5/16/19,2.39
5/17/19,2.39
5/20/19,2.39
5/21/19,2.39
5/22/19,2.38
5/23/19,2.38
5/24/19,2.38
5/28/19,2.39
5/29/19,2.39
5/30/19,2.39
5/31/19,2.4
6/3/19,2.38
6/4/19,2.38
6/5/19,2.38
6/6/19,2.37
6/7/19,2.37
6/10/19,2.37
6/11/19,2.37
6/12/19,2.37
6/13/19,2.37
6/14/19,2.36
6/17/19,2.38
6/18/19,2.37
6/19/19,2.37
6/20/19,2.37
6/21/19,2.38
6/24/19,2.38
6/25/19,2.38
6/26/19,2.38
6/27/19,2.38
6/28/19,2.4
7/1/19,2.39
7/2/19,2.4
7/3/19,2.41
7/5/19,2.42
7/8/19,2.41
7/9/19,2.41
7/10/19,2.41
7/11/19,2.4
7/12/19,2.38
7/15/19,2.4
7/16/19,2.41
7/17/19,2.41
7/18/19,2.41
7/19/19,2.41
7/22/19,2.4
7/23/19,2.4
7/24/19,2.4
7/25/19,2.4
7/26/19,2.4
7/29/19,2.4
7/30/19,2.39
7/31/19,2.4
8/1/19,2.14
8/2/19,2.14
8/5/19,2.13
8/6/19,2.13
8/7/19,2.12
8/8/19,2.12
8/9/19,2.12
8/12/19,2.12
8/13/19,2.12
8/14/19,2.12
8/15/19,2.13
8/16/19,2.13
8/19/19,2.13
8/20/19,2.13
8/21/19,2.12
8/22/19,2.12
8/23/19,2.12
8/26/19,2.12
8/27/19,2.12
8/28/19,2.12
8/29/19,2.12
8/30/19,2.13
9/3/19,2.13
9/4/19,2.13
9/5/19,2.13
9/6/19,2.12
9/9/19,2.13
9/10/19,2.13
9/11/19,2.13
9/12/19,2.13
9/13/19,2.14
9/16/19,2.25
9/17/19,2.3
9/18/19,2.25
9/19/19,1.9
9/20/19,1.9
9/23/19,1.9
9/24/19,1.9
9/25/19,1.9
9/26/19,1.85
9/27/19,1.83
9/30/19,1.9
10/1/19,1.88
10/2/19,1.85
10/3/19,1.83
10/4/19,1.82
10/7/19,1.82
10/8/19,1.82
10/9/19,1.82
10/10/19,1.82
10/11/19,1.82
10/15/19,1.9
10/16/19,1.9
10/17/19,1.85
10/18/19,1.85
10/21/19,1.85
10/22/19,1.85
10/23/19,1.85
10/24/19,1.85
10/25/19,1.83
10/28/19,1.83
10/29/19,1.82
10/30/19,1.82
10/31/19,1.58
11/1/19,1.57
11/4/19,1.56
11/5/19,1.56
11/6/19,1.55
11/7/19,1.55
11/8/19,1.55
11/12/19,1.55
11/13/19,1.55
11/14/19,1.55
11/15/19,1.55
11/18/19,1.55
11/19/19,1.55
11/20/19,1.55
11/21/19,1.55
11/22/19,1.55
11/25/19,1.55
11/26/19,1.55
11/27/19,1.55
11/29/19,1.56
12/2/19,1.56
12/3/19,1.55
12/4/19,1.55
12/5/19,1.55
12/6/19,1.55
12/9/19,1.55
12/10/19,1.55
12/11/19,1.55
12/12/19,1.55
12/13/19,1.55
12/16/19,1.56
12/17/19,1.55
12/18/19,1.55
12/19/19,1.55
12/20/19,1.55
12/23/19,1.55
12/24/19,1.55
12/26/19,1.55
12/27/19,1.55
12/30/19,1.55
12/31/19,1.55
1/2/20,1.55
1/3/20,1.55
1/6/20,1.55
1/7/20,1.55
1/8/20,1.55
1/9/20,1.55
1/10/20,1.54
1/13/20,1.54
1/14/20,1.54
1/15/20,1.54
1/16/20,1.54
1/17/20,1.55
1/21/20,1.55
1/22/20,1.55
1/23/20,1.55
1/24/20,1.55
1/27/20,1.55
1/28/20,1.55
1/29/20,1.55
1/30/20,1.6
1/31/20,1.59
2/3/20,1.59
